writer_id,imdb_title_id,writer
812,tt0016338,H. Rider Haggard
813,tt0016377,Martin Brown
814,tt0016377,Josephine Lovett
815,tt0016392,Hugo Bettauer
816,tt0016392,Ida Jenbach
817,tt0016394,Frank R. Adams
818,tt0016394,Forrest Halsey
819,tt0016395,Frances Marion
820,tt0016395,Olive Higgins Prouty
821,tt0016461,Hal G. Evarts
822,tt0016461,C. Gardner Sullivan
823,tt0016473,Clarence Aaron 'Tod' Robbins
824,tt0016473,Waldemar Young
825,tt0016480,Ethel Doherty
826,tt0016480,Zane Grey
827,tt0016481,Felix Hollaender
828,tt0016481,Ewald André Dupont
829,tt0016491,Jacques Feyder
830,tt0016491,Françoise Rosay
831,tt0016493,René Clair
832,tt0016544,L. Frank Baum
833,tt0016544,Frank Joslyn Baum
834,tt0016545,Bennett Cohen
835,tt0016545,Cliff Hill
836,tt0016548,Pierre Collings
837,tt0016548,Carl Van Vechten
838,tt0016559,Valentin Turkin
839,tt0016560,Frances Marion
840,tt0016560,Salisbury Field
841,tt0016563,Theodor Storm
842,tt0016563,Thea von Harbou
843,tt0016627,Rafael Sabatini
844,tt0016627,Dorothy Farnum
845,tt0016629,Avery Hopwood
846,tt0016629,Julien Josephson
847,tt0016630,Paul Gerard Smith
848,tt0016630,Al Boasberg
849,tt0016634,Herbert Brenon
850,tt0016634,John Russell
851,tt0016640,Alexandre Chatrian
852,tt0016640,Emile Erckmann
853,tt0016643,Bruce Bairnsfather
854,tt0016643,Arthur Eliot
855,tt0016646,Joseph Farnham
856,tt0016646,Agnes Christine Johnston
857,tt0016654,Douglas Fairbanks
858,tt0016654,Jack Cunningham
859,tt0016655,Tod Browning
860,tt0016655,Joseph Farnham
861,tt0016664,Gerald Beaumont
862,tt0016664,Gordon Rigby
863,tt0016669,Frédérique De Grésac
864,tt0016669,Henri Murger
865,tt0016672,George Scarborough
866,tt0016672,Annette Westbay
867,tt0016690,Rida Johnson Young
868,tt0016690,Donald Ogden Stewart
869,tt0016691,Rasmus Breistein
870,tt0016691,Kristofer Janson
871,tt0016762,Edmund Goulding
872,tt0016762,Forrest Halsey
873,tt0016804,Bess Meredyth
874,tt0016822,Mervyn LeRoy
875,tt0016822,Frank Griffin
876,tt0016827,Harry Chapman Ford
877,tt0016827,Elmer Harris
878,tt0016832,Marc Connelly
879,tt0016832,Sam Taylor
880,tt0016847,Gerhart Hauptmann
881,tt0016847,Hans Kyser
882,tt0016854,Howard Hawks
883,tt0016854,Hope Loring
884,tt0016871,James Ashmore Creelman
885,tt0016871,J. Clarkson Miller
886,tt0016884,Benjamin Glazer
887,tt0016884,Hermann Sudermann
888,tt0016895,Ted Wilde
889,tt0016895,John Grey
890,tt0016914,Karl Abraham
891,tt0016914,Hans Neumann
892,tt0016939,Paul Leicester Ford
893,tt0016939,John Stone
894,tt0016947,Reggie Morris
895,tt0016947,Monte Brice
896,tt0016953,Arnold Fanck
897,tt0016971,Arthur Ripley
898,tt0016971,Frank Capra
899,tt0017004,J.P. McEvoy
900,tt0017004,W.C. Fields
901,tt0017028,William Anthony McGuire
902,tt0017028,Otto A. Harbach
903,tt0017029,Hanns Kräly
904,tt0017029,André Picard
905,tt0017048,Yasunari Kawabata
906,tt0017048,Yasunari Kawabata
907,tt0017075,Marie Belloc Lowndes
908,tt0017075,Eliot Stannard
909,tt0017082,George Abbott
910,tt0017082,John V.A. Weaver
911,tt0017096,Riccardo Artuffo
912,tt0017096,Stefano Pittaluga
913,tt0017103,W. Somerset Maugham
914,tt0017103,Rex Ingram
915,tt0017119,Sinclair Lewis
916,tt0017119,Adelaide Heilbron
917,tt0017120,Vicente Blasco Ibáñez
918,tt0017120,Willis Goldbeck
919,tt0017128,Maxim Gorky
920,tt0017128,Nathan Zarkhi
921,tt0017136,Thea von Harbou
922,tt0017136,Thea von Harbou
923,tt0017159,Boris Barnet
924,tt0017159,Fyodor Otsep
925,tt0017184,Edgar Franklin
926,tt0017184,Doris Schroeder
927,tt0017195,Alexander Shirvanzade
928,tt0017195,Amo Bek-Nazaryan
929,tt0017196,Pierre Lestringuez
930,tt0017196,Émile Zola
931,tt0017198,J.W. McConaughty
932,tt0017198,Joseph Shearing
933,tt0017226,Laurence Stallings
934,tt0017226,Harry Carr
935,tt0017271,Lev Kuleshov
936,tt0017271,Jack London
937,tt0017293,Umberto Notari
938,tt0017293,Yakov Protazanov
939,tt0017329,Tod Browning
940,tt0017329,Joseph Farnham
941,tt0017338,Louis Nerz
942,tt0017338,Robert Wiene
943,tt0017350,Nathaniel Hawthorne
944,tt0017350,Frances Marion
945,tt0017354,Herman Melville
946,tt0017354,Bess Meredyth
947,tt0017374,Peter B. Kyne
948,tt0017374,Elizabeth Pickett
949,tt0017378,Nikolay Gogol
950,tt0017378,Yuri Tynyanov
951,tt0017382,George Kelly
952,tt0017382,Pierre Collings
953,tt0017409,Henri Meilhac
954,tt0017409,Ludovic Halévy
955,tt0017410,J. Clarkson Miller
956,tt0017410,Howard Emmett Rogers
957,tt0017416,Edith Maude Hull
958,tt0017416,Frances Marion
959,tt0017419,Marie Corelli
960,tt0017419,John Russell
961,tt0017423,Winifred Dunn
962,tt0017423,George Marion Jr.
963,tt0017437,Arthur Ripley
964,tt0017437,Hal Conklin
965,tt0017438,Hanns Heinz Ewers
966,tt0017438,Henrik Galeen
967,tt0017448,Molière
968,tt0017448,Carl Mayer
969,tt0017449,Vicente Blasco Ibáñez
970,tt0017449,Dorothy Farnum
971,tt0017463,Herman Whitaker
972,tt0017463,John Stone
973,tt0017480,Vicente Blasco Ibáñez
974,tt0017480,Dorothy Farnum
975,tt0017519,Konrad Bercovici
976,tt0017519,Lenore J. Coffee
977,tt0017534,Raymond L. Schrock
978,tt0017534,Joseph Farnham
979,tt0017540,Maxwell Anderson
980,tt0017540,Malcolm Stuart Boylan
981,tt0017567,Rupert Hughes
982,tt0017567,Frances Marion
983,tt0017619,Richard Harding Davis
984,tt0017619,Clara Beranger
985,tt0017621,Hanns Heinz Ewers
986,tt0017621,Henrik Galeen
987,tt0017632,Marian Ainslee
988,tt0017632,Ruth Cummings
989,tt0017653,Boris Altshuler
990,tt0017653,Olga Vishnevskaya
991,tt0017662,Hall Caine
992,tt0017662,Rowland V. Lee
993,tt0017667,Paul Bern
994,tt0017667,George Marion Jr.
995,tt0017726,Felix Fischer
996,tt0017726,Jacques Bachrach
997,tt0017735,Jack Cunningham
998,tt0017735,Frederick William Wallace
999,tt0017736,Norbert Falk
1000,tt0017736,Ivan Mozzhukhin
1001,tt0017739,John Willard
1002,tt0017739,Robert F. Hill
1003,tt0017750,Maurine Dallas Watkins
1004,tt0017750,Lenore J. Coffee
1005,tt0017751,Owen Johnson
1006,tt0017751,Adela Rogers St. Johns
1007,tt0017765,Carl Harbaugh
1008,tt0017765,Bryan Foy
1009,tt0017809,Vadim Shershenevich
1010,tt0017809,Valentin Turkin
1011,tt0017825,Constance Collier
1012,tt0017825,Ivor Novello
1013,tt0017832,Katharine Brush
1014,tt0017832,Winifred Dunn
1015,tt0017843,Noël Coward
1016,tt0017843,Eliot Stannard
1017,tt0017860,George Ade
1018,tt0017860,Joseph Farnham
1019,tt0017886,Darryl F. Zanuck
1020,tt0017886,Anthony Coldeway
1021,tt0017918,Douglas Fairbanks
1022,tt0017925,Buster Keaton
1023,tt0017925,Clyde Bruckman
1024,tt0017928,Agnes Brand Leahy
1025,tt0017928,Hope Loring
1026,tt0017938,Jean Epstein
1027,tt0017938,Paul Morand
1028,tt0017961,Aleksandr Medvedkin
1029,tt0017998,Stanley Houghton
1030,tt0017998,Victor Saville
1031,tt0018014,Lajos Biró
1032,tt0018014,Jules Furthman
1033,tt0018016,Doris Anderson
1034,tt0018016,Ethel Doherty
1035,tt0018033,Elinor Glyn
1036,tt0018033,Hope Loring
1037,tt0018037,Samson Raphaelson
1038,tt0018037,Alfred A. Cohn
1039,tt0018045,Raymond Bernard
1040,tt0018045,Henry Dupuis-Mazuel
1041,tt0018051,John Grey
1042,tt0018051,Ted Wilde
1043,tt0018054,Jeanie Macpherson
1044,tt0018066,Nathan Zarkhi
1045,tt0018087,Ilja Ehrenburg
1046,tt0018087,Rudolf Leonhardt
1047,tt0018097,Tod Browning
1048,tt0018097,Waldemar Young
1049,tt0018102,Robert Eddy
1050,tt0018102,Tay Garnett
1051,tt0018107,Leo Tolstoy
1052,tt0018107,Marian Ainslee
1053,tt0018113,Max Marcin
1054,tt0018113,Charles Guernon
1055,tt0018138,Alice D.G. Miller
1056,tt0018138,Monta Bell
1057,tt0018166,Benjamin Christensen
1058,tt0018166,Stig Esbern
1059,tt0018179,Maurice Vernon
1060,tt0018179,Harold Owen
1061,tt0018183,Kathleen Norris
1062,tt0018183,Allen McNeil
1063,tt0018192,Abel Gance
1064,tt0018217,Sergei M. Eisenstein
1065,tt0018217,Grigoriy Aleksandrov
1066,tt0018218,Darryl F. Zanuck
1067,tt0018218,Anthony Coldeway
1068,tt0018235,Carey Wilson
1069,tt0018235,Carey Wilson
1070,tt0018247,Harry Carr
1071,tt0018247,Benjamin Glazer
1072,tt0018253,Gerald C. Duffy
1073,tt0018253,Winifred Dunn
1074,tt0018268,Sergey Komarov
1075,tt0018268,Vadim Shershenevich
1076,tt0018297,Marian Ainslee
1077,tt0018297,J.M. Barrie
1078,tt0018311,Frances Marion
1079,tt0018311,Frances Marion
1080,tt0018328,Alfred Hitchcock
1081,tt0018351,Roy Briant
1082,tt0018351,Gregory La Cava
1083,tt0018362,David Starkman
1084,tt0018379,Austin Strong
1085,tt0018379,Benjamin Glazer
1086,tt0018389,Julien Josephson
1087,tt0018389,John W. Krafft
1088,tt0018392,Anthony Asquith
1089,tt0018392,J.O.C. Orton
1090,tt0018397,Waldemar Young
1091,tt0018397,Charles Tenney Jackson
1092,tt0018413,Joseph Farnham
1093,tt0018413,Andrew Percival Younger
1094,tt0018440,Frank Davis
1095,tt0018440,Vincent Lawrence
1096,tt0018451,Karl Heinrich
1097,tt0018451,Marian Ainslee
1098,tt0018453,Aleksandr Dovzhenko
1099,tt0018453,Boris Shcharansky
1100,tt0018455,Carl Mayer
1101,tt0018455,Hermann Sudermann
1102,tt0018464,Edgar Rice Burroughs
1103,tt0018464,William E. Wing
1104,tt0018471,Richard Schayer
1105,tt0018471,Joseph Farnham
1106,tt0018484,Robert Eddy
1107,tt0018484,James Langdon
1108,tt0018487,Agnes Christine Johnston
1109,tt0018487,Edward T. Lowe Jr.
1110,tt0018505,Viktor Shklovskiy
1111,tt0018505,Viktor Shklovskiy
1112,tt0018513,Joseph Farnham
1113,tt0018513,William Anthony McGuire
1114,tt0018515,Wallace Smith
1115,tt0018515,Cyril Gardner
1116,tt0018523,René Clair
1117,tt0018523,Eugène Labiche
1118,tt0018524,Harriet Beecher Stowe
1119,tt0018524,Walter Anthony
1120,tt0018526,Charles Furthman
1121,tt0018526,Ben Hecht
1122,tt0018528,Tod Browning
1123,tt0018528,Waldemar Young
1124,tt0018530,Randall Faye
1125,tt0018530,Wallace Smith
1126,tt0018566,Bess Meredyth
1127,tt0018578,John Monk Saunders
1128,tt0018578,Hope Loring
1129,tt0018579,Marian Ainslee
1130,tt0018579,Josephine Chippo
1131,tt0018588,Max Brod
1132,tt0018588,Ladislaus Vajda
1133,tt0018600,Shipu Wang
1134,tt0018600,Hou Yao
1135,tt0018615,Franz Schulz
1136,tt0018615,Adolf Lantz
1137,tt0018618,Ben Ames Williams
1138,tt0018618,Ted Shane
1139,tt0018678,Daniel Carson Goodman
1140,tt0018678,Gerrit J. Lloyd
1141,tt0018684,Benjamin Glazer
1142,tt0018684,Jim Tully
1143,tt0018722,Frances Marion
1144,tt0018722,George McManus
1145,tt0018737,Frank Wedekind
1146,tt0018737,Ladislaus Vajda
1147,tt0018742,Clyde Bruckman
1148,tt0018742,Lew Lipton
1149,tt0018749,Jacques Deval
1150,tt0018749,Lucille Newmark
1151,tt0018756,Alfred Hitchcock
1152,tt0018756,Walter C. Mycroft
1153,tt0018770,Edgar Allan Poe
1154,tt0018770,Luis Buñuel
1155,tt0018773,Charles Chaplin
1156,tt0018795,John Colton
1157,tt0018795,Frances Marion
1158,tt0018826,René Clair
1159,tt0018826,Eugène Labiche
1160,tt0018836,John Colton
1161,tt0018836,Dorothy Farnum
1162,tt0018839,Jules Furthman
1163,tt0018839,John Monk Saunders
1164,tt0018841,Nikolay Erdman
1165,tt0018841,Anatoli Marienhof
1166,tt0018862,Aleksandre Kazbegi
1167,tt0018862,Nikoloz Shengelaia
1168,tt0018876,Eden Phillpotts
1169,tt0018876,Eliot Stannard
1170,tt0018879,Pierre Frondaie
1171,tt0018879,Philip Klein
1172,tt0018882,Nicholas T. Barrows
1173,tt0018882,George Marion Jr.
1174,tt0018907,Berthold Viertel
1175,tt0018907,Herman Bang
1176,tt0018908,A.E.W. Mason
1177,tt0018908,Hope Loring
1178,tt0018909,Philip Klein
1179,tt0018909,I.A.R. Wylie
1180,tt0018910,George Abbott
1181,tt0018910,George Abbott
1182,tt0018927,Hanns Kräly
1183,tt0018927,Avery Hopwood
1184,tt0018935,Franz Höllering
1185,tt0018935,Herbert Juttke
1186,tt0018937,Howard Hawks
1187,tt0018937,James Kevin McGuinness
1188,tt0018972,Philip Klein
1189,tt0018972,Marion Orth
1190,tt0018990,Leonhard Frank
1191,tt0018990,Joe May
1192,tt0018996,Noel Pemberton-Billing
1193,tt0018996,L'Estrange Fawcett
1194,tt0019043,Teinosuke Kinugasa
1195,tt0019043,Teinosuke Kinugasa
1196,tt0019067,Leroy Scott
1197,tt0019067,Edmund Goulding
1198,tt0019071,Lajos Biró
1199,tt0019071,John F. Goodrich
1200,tt0019074,David Belasco
1201,tt0019074,Tom Cushing
1202,tt0019096,Murray Roth
1203,tt0019096,Hugh Herbert
1204,tt0019098,Jane Cowl
1205,tt0019098,Guy Fowler
1206,tt0019109,Mann Page
1207,tt0019109,Edward T. Lowe Jr.
1208,tt0019127,Alexandre Arnoux
1209,tt0019130,Victor Hugo
1210,tt0019130,J. Grubb Alexander
1211,tt0019151,Robert Lord
1212,tt0019151,Ernest Pagano
1213,tt0019152,Rex Beach
1214,tt0019152,Walter Woods
1215,tt0019182,Rida Johnson Young
1216,tt0019182,Gertrude Orr
1217,tt0019195,Ludwig Wolff
1218,tt0019195,Bess Meredyth
1219,tt0019237,Josephine Lovett
1220,tt0019237,Marian Ainslee
1221,tt0019254,Joseph Delteil
1222,tt0019254,Carl Theodor Dreyer
1223,tt0019258,Barry Conners
1224,tt0019258,Ralph Spence
1225,tt0019286,Osip Brik
1226,tt0019286,I. Novokshenov
1227,tt0019290,Sonya Levien
1228,tt0019290,Fred Thompson
1229,tt0019304,Bartlett Cormack
1230,tt0019304,Bartlett Cormack
1231,tt0019312,Henry Leyford Gates
1232,tt0019312,Eleanor Browne
1233,tt0019325,Fred Stanley
1234,tt0019325,James Gruen
1235,tt0019335,Otto A. Harbach
1236,tt0019335,Lucien Hubbard
1237,tt0019344,W. Somerset Maugham
1238,tt0019344,Raoul Walsh
1239,tt0019374,Niranjan Pal
1240,tt0019374,William A. Burton
1241,tt0019379,Agnes Christine Johnston
1242,tt0019379,Laurence Stallings
1243,tt0019388,C. Graham Baker
1244,tt0019388,C. Graham Baker
1245,tt0019400,Byron Morgan
1246,tt0019400,Ann Price
1247,tt0019412,John Grey
1248,tt0019412,Lex Neal
1249,tt0019415,Thea von Harbou
1250,tt0019415,Fritz Lang
1251,tt0019421,Carl Harbaugh
1252,tt0019429,Monckton Hoffe
1253,tt0019429,Philip Klein
1254,tt0019434,Norman Springer
1255,tt0019434,Dorothy Howell
1256,tt0019451,George Marion Jr.
1257,tt0019451,Vladimir Nemirovich-Danchenko
1258,tt0019462,Elmer Harris
1259,tt0019462,Elmer Harris
1260,tt0019480,André Sylvane
1261,tt0019480,André Mouëzy-Éon
1262,tt0019489,Robert W. Service
1263,tt0019489,Benjamin Glazer
1264,tt0019509,Anthony Asquith
1265,tt0019532,Jack Cunningham
1266,tt0019532,Ottilie A. Liljencrantz
1267,tt0019553,Perley Poore Sheehan
1268,tt0019553,Lajos Biró
1269,tt0019557,Courtney Ryley Cooper
1270,tt0019557,Bradley King
1271,tt0019558,Harry Carr
1272,tt0019558,Erich von Stroheim
1273,tt0019563,Elliott J. Clawson
1274,tt0019563,Chester De Vonde
1275,tt0019571,Joseph Farnham
1276,tt0019571,Andrew Percival Younger
1277,tt0019574,Frederick O'Brien
1278,tt0019574,Ray Doyle
1279,tt0019585,Frances Marion
1280,tt0019585,Dorothy Scarborough
1281,tt0019591,Michael Arlen
1282,tt0019591,Marian Ainslee
1283,tt0019609,Leo Tolstoy
1284,tt0019609,Boris Gusman
1285,tt0019611,Aleksandr Dovzhenko
1286,tt0019611,Mikhail Ioganson
1287,tt0019629,Florián Rey
1288,tt0019629,Florián Rey
1289,tt0019630,Roland West
1290,tt0019630,C. Gardner Sullivan
1291,tt0019644,Beth Brown
1292,tt0019644,Garrett Fort
1293,tt0019646,Arthur Bernède
1294,tt0019646,Marcel L'Herbier
1295,tt0019649,Aleksandr Dovzhenko
1296,tt0019655,Joe May
1297,tt0019655,Hans Székely
1298,tt0019658,Victor Kendall
1299,tt0019658,Ernest Raymond
1300,tt0019684,Earl Derr Biggers
1301,tt0019684,Sonya Levien
1302,tt0019690,George S. Brooks
1303,tt0019690,Walter DeLeon
1304,tt0019699,James Kevin McGuinness
1305,tt0019699,Talbot Mundy
1306,tt0019702,Charles Bennett
1307,tt0019702,Alfred Hitchcock
1308,tt0019725,Philip Dunning
1309,tt0019725,George Abbott
1310,tt0019726,Jay Gelzer
1311,tt0019726,Monte M. Katterjohn
1312,tt0019729,Edmund Goulding
1313,tt0019729,Norman Houston
1314,tt0019735,Herman C. McNeile
1315,tt0019735,Sidney Howard
1316,tt0019745,Albert S. Le Vino
1317,tt0019745,Herman J. Mankiewicz
1318,tt0019746,Alberto Cavalcanti
1319,tt0019746,Théophile Gautier
1320,tt0019777,George S. Kaufman
1321,tt0019777,Morrie Ryskind
1322,tt0019785,Sidney Howard
1323,tt0019785,Blair Niles
1324,tt0019788,George Abbott
1325,tt0019788,Ann Preston Bridgers
1326,tt0019796,Yoshirô Aramaki
1327,tt0019796,Hiroshi Shimizu
1328,tt0019798,Benjamin Glazer
1329,tt0019798,Arthur Hopkins
1330,tt0019800,Lester Cohen
1331,tt0019800,Donald Davis
1332,tt0019811,John T. Neville
1333,tt0019811,Dale Van Every
1334,tt0019815,Eugène Scribe
1335,tt0019815,Ernest Legouve
1336,tt0019823,Julien Josephson
1337,tt0019824,E. Barrington
1338,tt0019824,Forrest Halsey
1339,tt0019839,Falkland L. Cary
1340,tt0019839,Dale Van Every
1341,tt0019843,Jeanie Macpherson
1342,tt0019843,John Howard Lawson
1343,tt0019850,Gustav Machatý
1344,tt0019850,Gustav Machatý
1345,tt0019852,Jakob Christoph Heer
1346,tt0019852,Hanns Kräly
1347,tt0019856,Finis Fox
1348,tt0019856,Finis Fox
1349,tt0019884,Ralph Graves
1350,tt0019884,Frank Capra
1351,tt0019886,Frank Wead
1352,tt0019886,Byron Morgan
1353,tt0019889,Victor Kendall
1354,tt0019889,Garnett Weston
1355,tt0019901,Thea von Harbou
1356,tt0019901,Thea von Harbou
1357,tt0019909,Arthur Schnitzler
1358,tt0019909,Paul Czinner
1359,tt0019929,Kenyon Nicholson
1360,tt0019929,John Golden
1361,tt0019933,J.P. McEvoy
1362,tt0019933,Millard Webb
1363,tt0019935,Jeanie Macpherson
1364,tt0019935,Beulah Marie Dix
1365,tt0019936,Avery Hopwood
1366,tt0019936,Robert Lord
1367,tt0019939,Leonid Iyerikhonov
1368,tt0019939,Ilya Trauberg
1369,tt0019945,William Vaughn Moody
1370,tt0019945,Fred Myton
1371,tt0019946,Ben Hecht
1372,tt0019946,Hugh Herbert
1373,tt0019949,Bartlett Cormack
1374,tt0019949,Louise Long
1375,tt0019957,Jane Murfin
1376,tt0019957,George Kibbe Turner
1377,tt0019959,Wanda Tuchock
1378,tt0019959,Richard Schayer
1379,tt0019976,Peter B. Kyne
1380,tt0019976,Tom Reed
1381,tt0019979,Herman Bernstein
1382,tt0019979,Herman Bernstein
1383,tt0019983,Elliott J. Clawson
1384,tt0019983,James Gleason
1385,tt0019992,Pierre Collings
1386,tt0019992,Frederick J. Jackson
1387,tt0019993,Al Boasberg
1388,tt0019993,Robert E. Hopkins
1389,tt0020004,Abraham Merritt
1390,tt0020004,Benjamin Christensen
1391,tt0020011,Rolf E. Vanloo
1392,tt0020014,Edith Ellis
1393,tt0020014,Edgar Franklin
1394,tt0020018,O. Henry
1395,tt0020018,Tom Barry
1396,tt0020025,Benn W. Levy
1397,tt0020025,Liam O'Flaherty
1398,tt0020030,Lotta Woods
1399,tt0020030,Douglas Fairbanks
1400,tt0020034,Byron Morgan
1401,tt0020034,Leonard Praskins
1402,tt0020062,George M. Saville
1403,tt0020062,Hanns Kräly
1404,tt0020075,Jens Andreas Friis
1405,tt0020075,George Schnéevoigt
1406,tt0020078,Walter Anthony
1407,tt0020078,James Ashmore Creelman
1408,tt0020080,Wadsworth Camp
1409,tt0020080,Alfred A. Cohn
1410,tt0020081,Frederick Lonsdale
1411,tt0020092,W. Somerset Maugham
1412,tt0020099,Maxine Alton
1413,tt0020099,Margaret Prescott Montague
1414,tt0020103,Channing Pollock
1415,tt0020103,C. Gardner Sullivan
1416,tt0020112,Ernest Vajda
1417,tt0020112,Guy Bolton
1418,tt0020114,Edward J. Montagne
1419,tt0020114,Clarence Thompson
1420,tt0020122,John Hunter Booth
1421,tt0020122,H.H. Caldwell
1422,tt0020126,Alexandre Bisson
1423,tt0020126,Willard Mack
1424,tt0020142,Hall Caine
1425,tt0020142,Eliot Stannard
1426,tt0020143,Dale Van Every
1427,tt0020143,Laurence Stallings
1428,tt0020144,Joseph Farnham
1429,tt0020144,Laurence Stallings
1430,tt0020163,Curt Siodmak
1431,tt0020163,Billy Wilder
1432,tt0020166,Norman Houston
1433,tt0020166,Gladys Lehman
1434,tt0020182,Alexandre Dumas
1435,tt0020182,Auguste Maquet
1436,tt0020193,Willy Döll
1437,tt0020193,Jan Fethke
1438,tt0020197,Lloyd Corrigan
1439,tt0020197,Lloyd Corrigan
1440,tt0020198,Jules Verne
1441,tt0020198,Lucien Hubbard
1442,tt0020210,Raymond L. Schrock
1443,tt0020210,Dale Van Every
1444,tt0020217,Hugh Stanislaus Stange
1445,tt0020217,Jules Furthman
1446,tt0020223,Darryl F. Zanuck
1447,tt0020223,Anthony Coldeway
1448,tt0020228,Francis de Croisset
1449,tt0020228,Jacques Feyder
1450,tt0020230,Grigoriy Kozintsev
1451,tt0020230,Leonid Trauberg
1452,tt0020232,Fridrikh Ermler
1453,tt0020232,Ekaterina Vinogradskaya
1454,tt0020238,Humphrey Pearson
1455,tt0020238,Robert Lord
1456,tt0020247,Josephine Lovett
1457,tt0020247,Marian Ainslee
1458,tt0020253,John Russell
1459,tt0020253,Dorothy Farnum
1460,tt0020269,Arnold Bennett
1461,tt0020286,Niranjan Pal
1462,tt0020286,W.A. Burton
1463,tt0020293,Henri Barbusse
1464,tt0020293,Valentin Turkin
1465,tt0020298,Erich von Stroheim
1466,tt0020298,Marian Ainslee
1467,tt0020305,Paul Gangelin
1468,tt0020305,Paul Gangelin
1469,tt0020320,Julian Johnson
1470,tt0020320,Elizabeth Pickett
1471,tt0020332,Luther Reed
1472,tt0020332,Guy Bolton
1473,tt0020335,John Hunter Booth
1474,tt0020335,Dwight Cummins
1475,tt0020336,Robert E. Hopkins
1476,tt0020336,Bess Meredyth
1477,tt0020344,Corrado D'Errico
1478,tt0020344,Mario Camerini
1479,tt0020358,Guy Bolton
1480,tt0020358,Waldemar Young
1481,tt0020359,Tristram Tupper
1482,tt0020359,John Stone
1483,tt0020364,George Abbott
1484,tt0020364,Lloyd Corrigan
1485,tt0020388,Earl Derr Biggers
1486,tt0020388,George M. Cohan
1487,tt0020392,Charles Logue
1488,tt0020392,Charles Logue
1489,tt0020402,Edna Ferber
1490,tt0020402,Edward J. Montaigne
1491,tt0020403,J. Keirn Brennan
1492,tt0020403,Frank Fay
1493,tt0020405,W. Douglas Burden
1494,tt0020405,Richard Carver
1495,tt0020410,Adela Rogers St. Johns
1496,tt0020410,Josephine Lovett
1497,tt0020425,Al Boasberg
1498,tt0020425,Delmer Daves
1499,tt0020431,Walter Jerven
1500,tt0020431,Liesl Karlstadt
1501,tt0020439,Byron Morgan
1502,tt0020439,Ann Price
1503,tt0020442,Lew Lipton
1504,tt0020442,Ernest Pagano
1505,tt0020446,Jean Bart
1506,tt0020446,Bradley King
1507,tt0020451,Grigoriy Aleksandrov
1508,tt0020451,Sergei M. Eisenstein
1509,tt0020458,Jane Murfin
1510,tt0020458,W. Carey Wonderly
1511,tt0020461,A. Channing Edington
1512,tt0020461,Carmen Ballen Edington
1513,tt0020466,Buddy G. DeSylva
1514,tt0020466,Lew Brown
1515,tt0020475,Margarete Böhme
1516,tt0020475,Rudolf Leonhardt
1517,tt0020479,William Shakespeare
1518,tt0020479,Sam Taylor
1519,tt0020480,Thomas J. Geraghty
1520,tt0020488,Sarita Fuller
1521,tt0020488,Frances Marion
1522,tt0020490,Owen Davis
1523,tt0020490,Homer Croy
1524,tt0020492,Bayard Veiller
1525,tt0020499,Charles Furthman
1526,tt0020499,Jules Furthman
1527,tt0020502,Peter B. Kyne
1528,tt0020502,Joseph Farnham
1529,tt0020510,Shuichi Hatamoto
1530,tt0020510,Kan Kikuchi
1531,tt0020514,Edmund Goulding
1532,tt0020516,Becky Gardiner
1533,tt0020516,Bayard Veiller
1534,tt0020534,Ben Hecht
1535,tt0020534,Edwin Justus Mayer
1536,tt0020538,Charles E. Scoggins
1537,tt0020538,Lucille Newmark
1538,tt0020542,James Ashmore Creelman
1539,tt0020543,Tom Barry
1540,tt0020543,Tom Barry
1541,tt0020547,Léon Poirier
1542,tt0020556,Owen Wister
1543,tt0020556,Kirk La Shelle
1544,tt0020563,Akira Fushimi
1545,tt0020563,Yasujirô Ozu
1546,tt0020570,Arnold Fanck
1547,tt0020570,Ladislaus Vajda
1548,tt0020572,Paul Gerard Smith
1549,tt0020572,Felix Adler
1550,tt0020581,Tod Browning
1551,tt0020581,Harry Sinclair Drago
1552,tt0020585,Paul Perez
1553,tt0020585,Carey Wilson
1554,tt0020589,John Colton
1555,tt0020589,Willis Goldbeck
1556,tt0020590,Samuel Hopkins Adams
1557,tt0020590,E. Lloyd Sheldon
1558,tt0020608,Fritz Rotter
1559,tt0020608,Hans Székely
1560,tt0020613,Fannie Hurst
1561,tt0020613,Sonya Levien
1562,tt0020620,Stephen Vincent Benet
1563,tt0020620,John W. Considine Jr.
1564,tt0020629,Erich Maria Remarque
1565,tt0020629,Maxwell Anderson
1566,tt0020640,George S. Kaufman
1567,tt0020640,Morrie Ryskind
1568,tt0020641,Frances Marion
1569,tt0020641,Eugene O'Neill
1570,tt0020642,Walter Hasenclever
1571,tt0020642,Frances Marion
1572,tt0020656,Noël Renard
1573,tt0020656,Émile Zola
1574,tt0020661,Fannie Hurst
1575,tt0020661,Francis Edward Faragoh
1576,tt0020668,Mary Roberts Rinehart
1577,tt0020668,Avery Hopwood
1578,tt0020670,Max Marcin
1579,tt0020670,Thornton Freeland
1580,tt0020673,Percival Christopher Wren
1581,tt0020673,Elizabeth Meehan
1582,tt0020679,S.S. Van Dine
1583,tt0020679,Bartlett Cormack
1584,tt0020686,Frances Marion
1585,tt0020686,Joseph Farnham
1586,tt0020690,A.E. Thomas
1587,tt0020690,George Middleton
1588,tt0020691,Hal G. Evarts
1589,tt0020693,Walter Noble Burns
1590,tt0020693,Laurence Stallings
1591,tt0020695,S.S. Van Dine
1592,tt0020695,Lenore J. Coffee
