member_id,member
1280,Paul Hartmann
1281,Ludwig Hartau
1282,Aud Egede-Nissen
1283,Hedwig Pauly-Winterstein
1284,Hilde Müller
1285,Maria Reisenhofer
1286,Ferdinand von Alten
1287,Adolf Klein
1288,Friedrich Kühne
1289,Erling Hanson
1290,Madeline Marshall
1291,J. Herbert Frank
1292,Warren Cook
1293,Spencer Charters
1294,Charles Peyton
1295,Agnes Neilson
1296,Jean Angelo
1297,Marie-Louise Iribe
1298,Abd-el-Kader Ben Ali
1299,Mohamed Ben Noui
1300,Paul Franceschi
1301,André Roanne
1302,Genica Missirio
1303,René Lorsay
1304,Barbier
1305,Chatelain
1306,Émile Daltour
1307,David
1308,Fernand Ledoux
1309,Helge Nissen
1310,Jacob Texiere
1311,Ebon Strandin
1312,Johannes Meyer
1313,Nalle Halden
1314,Tenna Kraft
1315,Viggo Wiehe
1316,Emma Wiehe
1317,Jeanne Tramcourt
1318,Hugo Bruun
1319,Emil Helsengreen
1320,Viggo Lindstrøm
1321,Brandon Hurst
1322,Martha Mansfield
1323,Charles Lane
1324,Cecil Clovelly
1325,Nita Naldi
1326,Louis Wolheim
1327,Anders de Wahl
1328,Tora Teje
1329,Elin Lagergren
1330,Vilhelm Bryde
1331,Bell Hedqvist
1332,Torsten Hammarén
1333,Vilhelm Berndtson
1334,John Lindlöf
1335,Greta Lindgren
1336,Carl Wallin
1337,Tora Wibergh
1338,Einar Tveito
1339,Johanne Bruhn
1340,Lars Tvinde
1341,Dagmar Myhrvold
1342,Henny Skjønberg
1343,Kristine Ullmo
1344,Magnus Falkberget
1345,Anders Skrede
1346,Edvard Drabløs
1347,Elsa Vang
1348,Olaf Solberg
1349,Øygard
1350,Olive Thomas
1351,Theodore Westman Jr.
1352,William P. Carleton
1353,Katherine Johnston
1354,Arthur Housman
1355,Louise Lindroth
1356,Bobby Connelly
1357,Maurice Steuart
1358,Gudrun Bruun Stephensen
1359,Fern Andra
1360,Ernst Gronau
1361,Harald Paulsen
1362,Albert Bennefeld
1363,Louis Brody
1364,Albert Steinrück
1365,Ernst Deutsch
1366,Hans Stürm
1367,Otto Gebühr
1368,Dore Paetzold
1369,Lothar Müthel
1370,Greta Schröder
1371,Babe Ruth
1372,Ruth Taylor
1373,Margaret Seddon
1374,Frances Victory
1375,Ralf Harolde
1376,Charles Byer
1377,George Halpin
1378,Walter Lawrence
1379,Ann Brody
1380,Ricca Allen
1381,Sammy Blum
1382,Ethel Kerwin
1383,Maguy Deliac
1384,Pierre Alcover
1385,Louis Ravet
1386,Jane Maylianes
1387,Georges Denola
1388,Jaque Catelain
1389,Roger Karl
1390,Charles Boyer
1391,Philippe Hériat
1392,Marcelle Pradot
1393,Claire Prélia
1394,Claude Autant-Lara
1395,Dimitri Dragomir
1396,Suzanne Doris
1397,Lili Samuel
1398,Georges Forois
1399,Pâquerette
1400,Jeanne Bérangère
1401,André Daven
1402,Jane Dolys
1403,Gaston Glass
1404,Vera Gordon
1405,Dore Davidson
1406,Helen Connelly
1407,Ann Wallack
1408,Sidney Carlyle
1409,Joseph Cooper
1410,Maurice Levigne
1411,Alfred Goldberg
1412,Edward Stanton
1413,Louis Stern
1414,Maurice Peckre
1415,Ruth Sabin
1416,Harry Todd
1417,Bobby Kelso
1418,Willis Marks
1419,James Corrigan
1420,Irene Yeager
1421,Carol Marshall
1422,Buck Jones
1423,Helen Ferguson
1424,William Buckley
1425,Eunice Murdock Moore
1426,Bert Appling
1427,Edwin B. Tilton
1428,Slim Padgett
1429,John B. Cooke
1430,Fritz Greiner
1431,Thea Steinbrecher
1432,Toni Wittels
1433,Carl Dalmonico
1434,Viktor Gehring
1435,F.W. Schröder-Schrom
1436,Hans Außfelder
1437,Curt Gerdes
1438,Hildegard Wall
1439,Stuart Josef Lutz
1440,Ferdinand Martini
1441,Molly Albrecht
1442,Renée Björling
1443,Yngve Nyqvist
1444,Erik A. Petschler
1445,Gun Robertson
1446,Albrecht Schmidt
1447,Nils Tillberg
1448,Gustav von Wangenheim
1449,Willy Prager
1450,Barbara Bedford
1451,Lillian Hall
1452,Nelson McDowell
1453,Harry Lorraine
1454,Theodore Lorch
1455,John Halliday
1456,Arnold Lucy
1457,Natalie Talmadge
1458,Fannie Bourke
1459,Nellie Parker Spaulding
1460,Marion Sitgreave
1461,James Spottswood
1462,David Kirkland
1463,Edward Keppler
1464,Ned Sparks
1465,George MacQuarrie
1466,Anders Randolf
1467,Florence Short
1468,Crauford Kent
1469,William James
1470,Jack Manning
1471,Marguerite De La Motte
1472,Charles Hill Mailes
1473,Snitz Edwards
1474,Sidney De Gray
1475,George Periolat
1476,Walt Whitman
1477,Tote Du Crow
1478,Amund Rydland
1479,Karen Poulsen
1480,Ragna Wettergreen
1481,Gunnar Sommerfeldt
1482,Inge Sommerfeldt
1483,Almar Bjoernefjell
1484,Sigurd Berg Bruland
1485,Siljusson av Terna
1486,Sivert Eliassen
1487,Ernst Vaumund
1488,Rolf Christensen
1489,Sigurd Eliasson
1490,Fordel Johnsen
1491,Sigurd Køvatn
1492,Hans A. Meyer
1493,Paul Burns
1494,Morris Hughes
1495,George Stewart
1496,Lewis Hippe
1497,Fredericka Hawks
1498,Lewis Stone
1499,Melbourne MacDowell
1500,Betty Blythe
1501,Francis McDonald
1502,Wharton James
1503,Howard Ralston
1504,Einar Röd
1505,Olav Aukrust
1506,William Ivarson
1507,Lorentz Thyholt
1508,Kurt Welin
1509,Ralph Kellard
1510,Carlyle Blackwell
1511,Corinne Barker
1512,Stephen Carr
1513,Vivienne Osborne
1514,Etna Ross
1515,Robert Vivian
1516,Lotte Neumann
1517,Ernst Rückert
1518,Hermann Picha
1519,Paul Passarge
1520,Roscoe 'Fatty' Arbuckle
1521,Mabel Julienne Scott
1522,Jean Acker
1523,A. Edward Sutherland
1524,George Kuwa
1525,Beulah Booker
1526,Edward Connelly
1527,Edward Alexander
1528,Odette Tyler
1529,Carol Holloway
1530,Jack Livingston
1531,William H. Crane
1532,Buster Keaton
1533,Peggy Pearce
1534,William Conklin
1535,Michael D. Moore
1536,Jim Mason
1537,Tôgô Yamamoto
1538,Theodore Kosloff
1539,Thea Zander
1540,Reiner Steiner
1541,Edgar Pauly
1542,Karl Römer
1543,Paul Rehkopf
1544,Rose Dione
1545,Lavendor the Horse
1546,Jenny Hasselqvist
1547,Carl Clewing
1548,Paul Graetz
1549,Jack Brammall
1550,Wilton Taylor
1551,Ed Brady
1552,Taylor N. Duncan
1553,Rosemary Theby
1554,Jack Richardson
1555,Richard Headrick
1556,Roma Bahn
1557,Adolf E. Licho
1558,Elsa Wagner
1559,Frida Richard
1560,Eberhard Wrede
1561,Lo Heym
1562,Lotte Stein
1563,Mia May
1564,Hans Marr
1565,Rudolf Klein-Rogge
1566,Mrs. David Landau
1567,Lowell Sherman
1568,Burr McIntosh
1569,Josephine Bernard
1570,Mrs. Morgan Belmont
1571,Patricia Fruen
1572,Vivia Ogden
1573,George Neville
1574,Edgar Nelson
1575,Mary Hay
1576,Lucien Littlefield
1577,Evelyn Preer
1578,Flo Clements
1579,James D. Ruffin
1580,Jack Chenault
1581,William Smith
1582,Charles D. Lucas
1583,Bernice Ladd
1584,Mrs. Evelyn
1585,William Starks
1586,Mattie Edwards
1587,Ralph Johnson
1588,E.G. Tatum
1589,Grant Edwards
1590,Grant Gorman
1591,Leigh Whipper
1592,Leatrice Joy
1593,John Bowers
1594,Hardee Kirkland
1595,Edwin Wallock
1596,Roy Laidlaw
1597,Louise Lorraine
1598,Scott Pembroke
1599,Frank Whitson
1600,Zip Monberg
1601,Lillian Worth
1602,Charles Gay
1603,Charles Inslee
1604,Maceo Bruce Sheffield
1605,Fifi R. Lachoy
1606,Frank Merrill
1607,Joe Martin
1608,Agnes Ayres
1609,Laura Anson
1610,Max Linder
1611,Alta Allen
1612,Caroline Rankin
1613,Lincoln Stedman
1614,Charles McHugh
1615,Viora Daniel
1616,Arthur Clayton
1617,Paul Heidemann
1618,Edith Meller
1619,Max Gronert
1620,Erwin Kopp
1621,Philip Hubbard
1622,Margaret McWade
1623,Claire Windsor
1624,Louis Calhern
1625,Edith Shayne
1626,John Charles
1627,Thomas Findley
1628,Rex Cherryman
1629,Zeffie Tilbury
1630,Patsy Ruth Miller
1631,Elinor Oliver
1632,William Orlamond
1633,Consuelo Flowerton
1634,Alla Nazimova
1635,Carrie Daumery
1636,Bridgetta Clark
1637,Mark Fenton
1638,Ward Wing
1639,Eric Mayne
1640,George Atkinson
1641,Willard Lee Hall
1642,Mary Hearn
1643,Eugene Pouyet
1644,Andrée Tourneur
1645,Charles Emmett Mack
1646,William J. Ferguson
1647,Charles Slattery
1648,Morgan Wallace
1649,Edward Martindel
1650,Wade Boteler
1651,Maurie Newell
1652,Elsie Andrean
1653,Ève Francis
1654,Georges Paulais
1655,Édith Réal
1656,Max Dhartigny
1657,Émile Saint-Ober
1658,Michel Duran
1659,Noémi Seize
1660,Forrest Stanley
1661,Tom Lewis
1662,Arthur Rankin
1663,Maude Turner Gordon
1664,Edith Lyle
1665,Huntley Gordon
1666,Emmet Foy
1667,Julia Hurley
1668,Gilbert Rooney
1669,Shannon Day
1670,Bertram Johns
1671,Virginia Warwick
1672,Alan Hale
1673,Mabel Van Buren
1674,Stuart Holmes
1675,John St. Polis
1676,Derek Ghent
1677,Nigel De Brulier
1678,Bowditch M. Turner
1679,Mathilde Brandt
1680,Heinz Stieda
1681,Hans Junkermann
1682,Anton De Verdier
1683,Fritz Achterberg
1684,Fritz Kortner
1685,William Dieterle
1686,Eugene Dieterle
1687,Lya De Putti
1688,Paul Richter
1689,Hildegard Harring
1690,Urho Somersalmi
1691,Lilly Berg
1692,Nils Fredrik Widegren
1693,Carl Miller
1694,Jackie Coogan
1695,Astrid Holm
1696,Lisa Lundholm
1697,Tor Weijden
1698,Einar Axelsson
1699,Olof Ås
1700,Simon Lindstrand
1701,Algot Gunnarsson
1702,Hildur Lithman
1703,Mary Thurman
1704,John McKinnon
1705,Harriet Hammond
1706,Allen Durnell
1707,Maude Wayne
1708,Claude Gillingwater
1709,Arthur Thalasso
1710,Emmett King
1711,Madame De Bodamere
1712,Jackie Condon
1713,Evelyn Dumo
1714,Raymond Bloomer
1715,Fred Thomson
1716,Albert Prisco
1717,George Regas
1718,Eddie Phillips
1719,Jean De Briac
1720,Lois Wilson
1721,Mae Giraci
1722,Ethel Wales
1723,Taylor Graves
1724,Walter Janssen
1725,Hans Sternberg
1726,Karl Rückert
1727,Max Adalbert
1728,Erich Pabst
1729,Max Pfeiffer
1730,Lydia Potechina
1731,Gerald Pring
1732,Barbara La Marr
1733,Joseph Schildkraut
1734,Frank Losee
1735,Katherine Emmet
1736,Lucille La Verne
1737,Sheldon Lewis
1738,Frank Puglia
1739,Sidney Herbert
1740,Lee Kohlmar
1741,Stanley Goethals
1742,Kaoru Osanai
1743,Haruko Sawamura
1744,Denmei Suzuki
1745,Mikiko Hisamatsu
1746,Ryuko Date
1747,Yuriko Hanabusa
1748,Sôtarô Okada
1749,Minoru Murata
1750,Kômei Minami
1751,Shigeru Tsutamura
1752,Kumahiko Mohara
1753,Eiko Azuma
1754,Emina Haruno
1755,Eiko Higashi
1756,Takeo Komatsu
1757,Harold Lloyd
1758,Mildred Davis
1759,Noah Young
1760,Dick Sutherland
1761,Johannes Riemann
1762,Alfred Abel
1763,Otto Treptow
1764,Ellinor Gynt
1765,Edith Posca
1766,Hermine Straßmann-Witt
1767,Paul Otto
1768,Arnold Korff
1769,Lulu Kyser-Korff
1770,Lothar Mehnert
1771,Paul Bildt
1772,Olga Tschechowa
1773,Victor Bluetner
1774,Hermann Vallentin
1775,Robert Leffler
1776,Walter Kurt Kuhle
1777,Ruth Miller
1778,George Waggner
1779,Frank Butler
1780,Charles Brinley
1781,Adolphe Menjou
1782,David Butler
1783,Donald MacDonald
1784,Armand Bour
1785,René Alexandre
1786,Germaine Rouer
1787,Jean Hervé
1788,Émile Mylo
1789,Berthe Bovy
1790,Jeanne Briey
1791,Jeanne Grumbach
1792,Emile Desjardins
1793,Max Charlier
1794,René Hiéronimus
1795,Armand Numès
1796,Léon Malavier
1797,Thomas Holding
1798,Willis Robards
1799,Boyd Irwin
1800,Lon Poff
1801,Sidney Franklin
1802,Charles Belcher
1803,Léon Bary
1804,Wilfred Lucas
1805,Helen Raymond
1806,Peaches Jackson
1807,Doreen Turner
1808,John Harron
1809,George Dromgold
1810,Jeanne Carpenter
1811,Walter Wilkinson
1812,Gladys Hulette
1813,Walter P. Lewis
1814,Ernest Torrence
1815,Ralph Yearsley
1816,Forrest Robinson
1817,Laurence Eddinger
1818,Edmund Gurney
1819,Warner Richmond
1820,Marion Abbott
1821,Patterson Dial
1822,Henry Hallam
1823,Lassie
1824,Phillips Smalley
1825,Mona Lisa
1826,Hermann Böttcher
1827,Carola Toelle
1828,Lilli Lohrer
1829,Anton Edthofer
1830,Robert Forster-Larrinaga
1831,Lisa von Marton
1832,Gottfried Huppertz
1833,Hans Lipschütz
1834,Erika Unruh
1835,Truly Shattuck
1836,Hallam Cooley
1837,Aileen Manning
1838,Gordon Dooley
1839,Johnny Dooley
1840,Robert Bolder
1841,Helen Dunbar
1842,Raymond Blathwayt
1843,Rosa Rosanova
1844,Leo White
1845,Fred Becker
1846,George Field
1847,Jack Winn
1848,Harry Lamont
1849,Gilbert Clayton
1850,Eugen Klöpfer
1851,Stella Arbenina
1852,Emilia Unda
1853,Leonie Taliansky
1854,Emilie Kurz
1855,Eugen Rex
1856,John B. O'Brien
1857,Frank Shannon
1858,Wyndham Standing
1859,Eleanor Middleton
1860,Thea Talbot
1861,John P. Wade
1862,George Spink
1863,Maurice de Féraudy
1864,Félix Oudart
1865,Jean Forest
1866,Marguerite Carré
1867,Jeanne Cheirel
1868,René Worms
1869,Charles Mosnier
1870,Françoise Rosay
1871,Clara Pontoppidan
1872,Svend Methling
1873,Peter Jerndorff
1874,Hakon Ahnfelt-Rønne
1875,Mohamed Archer
1876,Bodil Faber
1877,Wilhelmine Henriksen
1878,Lili Lani
1879,Henry Larsen
1880,Frederik Leth
1881,Schiøler Linck
1882,Gerda Madsen
1883,Lars Madsen
1884,John T. Prince
1885,William Walcott
1886,Clara Bow
1887,James Turfler
1888,Leigh Smith
1889,Pat Hartigan
1890,Jack Baston
1891,Curtis Pierce
1892,Ada Laycock
1893,Gine Avril
1894,Denise
1895,Edmonde Guy
1896,Jean Wiener
1897,Josie Barden
1898,Bole
1899,Pauline Carton
1900,Jacqueline Chaumont
1901,Jules de Spoly
1902,Gérard
1903,Edith Roberts
1904,Jack Mulhall
1905,Rudolph Christians
1906,Miss DuPont
1907,Maude George
1908,Dale Fuller
1909,Albert Edmondson
1910,Cesare Gravina
1911,Malvina Polo
1912,C.J. Allen
1913,Adele Reuter-Eichberg
1914,Polina Piekowskaja
1915,Sylvia Torf
1916,Thorleif Reiss
1917,J.N. Douvan-Tarzow
1918,Richard Boleslawski
1919,Emmy Wyda
1920,Tatjana Tarydina
1921,Elisabeth Pinajeff
1922,Ivan Bulatov
1923,Anna Townsend
1924,Charles Stevenson
1925,Jack Morgan
1926,Will Rogers
1927,Lois Meredith
1928,Ben Hendricks Jr.
1929,Charles E. Graham
1930,Mary Foy
1931,Bernard A. Reinold
1932,Downing Clarke
1933,Jerry Devine
1934,James Sheridan
1935,Kay MacCausland
1936,Nancy Chase
1937,Madge Bellamy
1938,Norris Johnson
1939,Charles Hatton
1940,Arthur Maude
1941,Albert Tavernier
1942,Erwin Connelly
1943,Frank Montgomery
1944,Luis Alberni
1945,Yale Benner
1946,Jane Connelly
1947,John Miltern
1948,Jack Mower
1949,Casson Ferguson
1950,Mary Philbin
1951,Edith Murgatroyd
1952,Lillian Sylvester
1953,Dorothy Wallace
1954,Albert Conti
1955,Charles King
1956,Fenwick Oliver
1957,Sidney Bracey
1958,Estelle Taylor
1959,Virginia Brown Faire
1960,Ralph Cloninger
1961,Al W. Filson
1962,Harry Lonsdale
1963,Renée Adorée
1964,Dorothy Dalton
1965,Emilius Jorgensen
1966,Cecil Holland
1967,Lia Eibenschütz
1968,Bella Muzsnay
1969,Ernst Schrumpf
1970,Max Schreck
1971,Wolfgang von Schwindt
1972,Ernst Matray
1973,Georg H. Schnell
1974,Ruth Landshoff
1975,Gustav Botz
1976,Alexander Granach
1977,Max Nemetz
1978,Wolfgang Heinz
1979,Eric van Viele
1980,Lewis Sargent
1981,Joan Standing
1982,Edouard Trebaol
1983,Lionel Belmore
1984,Florence Hale
1985,Joseph Hazelton
1986,Theodor Loos
1987,Ludwig Rex
1988,Olga Engl
1989,Ilka Grüning
1990,Karl Etlinger
1991,Heinrich Witte
1992,Gerhart Hauptmann
1993,Robert Edeson
1994,Ramon Novarro
1995,Malcolm McGregor
1996,Lois Lee
1997,John George
1998,Fairfax Burger
1999,S.E. Jennings
2000,Enid Bennett
2001,Paul Dickey
2002,Roy Coulson
2003,Billie Bennett
2004,Merrill McCormick
2005,Wilson Benge
2006,Bud Geary
2007,Lloyd Talman
2008,Mitchell Lewis
2009,Arthur Jasmine
2010,Frederick Peters
2011,Louis Dumar
2012,Conrad Nagel
2013,John Davidson
2014,Max Gülstorff
2015,Lilli Herder
2016,Ruth Weyher
2017,Leslie Stowe
2018,Tammany Young
2019,Alfred Schmid
2020,Grace Barton
2021,Anne Cornwall
2022,Teddie Gerard
2023,Louise Huff
2024,Priscilla Bonner
2025,Frances Raymond
2026,Roland Young
2027,Percy Knight
2028,William Powell
2029,Hedda Hopper
2030,Peggy Bayfield
2031,Margaret Kemp
2032,Robert Schable
2033,Reginald Denny
2034,David Torrence
2035,Robert Fischer
2036,Tom Mix
2037,J. Farrell MacDonald
2038,Eva Novak
2039,Sid Jordan
2040,Adele Warner
2041,Georg Reimers
2042,Lucy Doraine
2043,Erika Wagner
2044,Walter Slezak
2045,Kurt Ehrle
2046,Paul Askonas
2047,Richard Berczeller
2048,Franz Herterich
2049,Béla Balázs
2050,Willi Forst
2051,Leo Slezak
2052,Hans Thimig
2053,Lloyd Hughes
2054,Gloria Hope
2055,Danny Hoy
2056,Robert Russell
2057,Gus Saville
2058,Frank Cooke
2059,Jobyna Ralston
2060,John J. Richardson
2061,Charles Mezzetti
2062,Clarence Wertz
2063,Fred Cavens
2064,Harry Mann
2065,Jean de Limur
2066,Anna May Wong
2067,Beatrice Bentley
2068,Priscilla Moran
2069,Etta Lee
2070,Ming Young
2071,Dagmar Godowsky
2072,Irene Rich
2073,Ward McAllister
2074,Olaf Hytten
2075,Olive Sloane
2076,George Wynn
2077,Cecil Morton York
2078,Albert Bassermann
2079,Dagny Servaes
2080,Mady Christians
2081,Tina Dietrich
2082,Waldemar Potier
2083,Lyn Harding
2084,Theresa Maxwell Conover
2085,Ernest Glendinning
2086,Arthur Forrest
2087,William Kent
2088,Charles K. Gerrard
2089,Arthur Donaldson
2090,William Norris
2091,Macey Harlam
2092,Pat Moore
2093,Robert Ober
2094,Jack Giddings
2095,William Boyd
2096,Avrom Morewski
2097,Robert Garrison
2098,Margarete Schlegel
2099,Olga Limburg
2100,Alice Hechy
2101,Julius Brandt
2102,Robert Scholz
2103,Alfred Krafft-Lortzing
2104,Gertrude Olmstead
2105,Richard Tucker
2106,Jean Arthur
2107,Eugenie Forde
2108,Peter Burke
2109,Léon Mathot
2110,Gina Manès
2111,Edmond Van Daële
2112,Claude Benedict
2113,Madame Maufroy
2114,Marie Epstein
2115,Madeleine Erickson
2116,J. Warren Kerrigan
2117,Johnny Fox
2118,James Cruze
2119,Vernon Dent
2120,Ramsey Wallace
2121,Charlotte Mineau
2122,Mary Mason
2123,Louise Carver
2124,William Desmond
2125,Harry Gribbon
2126,Billy Bevan
2127,Pauline Brunius
2128,Julia Cederblad
2129,Einar Hanson
2130,Gösta Hillberg
2131,Adolf Olschansky
2132,Lotten Olsson
2133,Ingeborg Strandin
2134,Thecla Åhlander
2135,Sven Scholander
2136,Ellen Hartman-Cederström
2137,Mona Mårtenson
2138,Greta Garbo
2139,Gerda Lundequist
2140,Sixten Malmerfeldt
2141,Karin Swanström
2142,Oscar Byström
2143,Hugo Rönnblad
2144,Knut Lambert
2145,Otto Elg-Lundberg
2146,Gladys Leslie
2147,William Humphrey
2148,Richard Carlyle
2149,Edward Boulden
2150,Jane Jennings
2151,Myrtle Morse
2152,Irving Brooks
2153,Winifred Bryson
2154,Nick De Ruiz
2155,Eulalie Jensen
2156,Ray Myers
2157,J.M. Kerrigan
2158,Norval Keedwell
2159,George Barraud
2160,Sam Hardy
2161,Andrew Dillon
2162,Riley Hatch
2163,Charles Kennedy
2164,Harry Watson
2165,Joe Roberts
2166,Francis X. Bushman Jr.
2167,Monte Collins
2168,Craig Ward
2169,Joe Keaton
2170,Kitty Bradbury
2171,Buster Keaton Jr.
2172,Dean Riesner
2173,Charles Reisner
2174,Tom Murray
2175,Gregori Chmara
2176,Elisabeta Skulskaja
2177,Alla Tarasova
2178,Andrei Zhilinsky
2179,Mikhail Tarkhanov
2180,Mariya Germanova
2181,Maria Kryshanovskaya
2182,Toma
2183,Petr Sharov
2184,Ivan Bersenev
2185,Holbrook Blinn
2186,George Walsh
2187,Frank Leigh
2188,Mathilde Comont
2189,Philippe De Lacy
2190,Donald McAlpin
2191,Mario Carillo
2192,Gabriel de Gravone
2193,Pierre Magnier
2194,Georges Térof
2195,Ivy Close
2196,Max Maxudian
2197,Gil Clary
2198,Géo Dugast
2199,Bill Strother
2200,Westcott Clarke
2201,Julia Swayne Gordon
2202,Otto Matieson
2203,Edith Allen
2204,Lucie Mannheim
2205,Hans Brausewetter
2206,Virginia Valli
2207,Henry A. Barrows
2208,John Beck
2209,Eleanor Boardman
2210,Frank Mayo
2211,Richard Dix
2212,William Haines
2213,Fred Niblo
2214,Leonhard Haskel
2215,Lucie Höflich
2216,Karl Harbacher
2217,Julius E. Herrmann
2218,Etelka Maquita
2219,Charles de Rochefort
2220,Noble Johnson
2221,Rod La Rocque
2222,Margaret Leahy
2223,Lillian Lawrence
2224,Kewpie Morgan
2225,Olga Belajeff
2226,Ernst Legal
2227,Ivor Novello
2228,Neil Hamilton
2229,Jane Thomas
2230,Erville Alderson
2231,Joseph Burke
2232,Ronald Colman
2233,Gail Kane
2234,Juliette La Violette
2235,Alfredo Bertone
2236,Roman Ibanez
2237,Alfredo Martinelli
2238,Giovanni Viccola
2239,Antonio Barda
2240,Giacomo D'Attino
2241,Michele Gualdi
2242,Raymond Griffith
2243,Alfred Allen
2244,John Aasen
2245,Wallace Howe
2246,Gaylord Lloyd
2247,Mark Jones
2248,Lydia Knott
2249,Betty Morrissey
2250,H.B. Warner
2251,Ferdinand Gottschalk
2252,Yvonne Hughes
2253,Ivan Linow
2254,Yuliya Solntseva
2255,Igor Ilyinsky
2256,Nikolai Tsereteli
2257,Nikolay Batalov
2258,Valentina Kuindzhi
2259,Pavel Pol
2260,Konstantin Eggert
2261,Yuri Zavadsky
2262,Aleksandra Peregonets
2263,Sofya Levitina
2264,Varvara Massalitinova
2265,Mikhail Zharov
2266,Tamara Adelgeym
2267,Iosif Tolchanov
2268,Lee Beggs
2269,John Dunton
2270,Frank Walsh
2271,Frank McGlynn Jr.
2272,Arthur Dewey
2273,P.R. Scammon
2274,Lionel Barrymore
2275,Mary Astor
2276,Carmel Myers
2277,Clarissa Selwynne
2278,Claire de Lorez
2279,Michael Dark
2280,Templar Saxe
2281,Corinne Griffith
2282,Tom Ricketts
2283,Tom Guise
2284,Harry Mestayer
2285,Fred Gamble
2286,Percy Williams
2287,Otto Nelson
2288,Baby Peggy
2289,Harry T. Morey
2290,Barbara Tennant
2291,John Merkyl
2292,William Dills
2293,Albert Van Antwerp
2294,Eva Gordon
2295,Baby Margie
2296,Alexis B. Luce
2297,Gladys Johnson
2298,Winifred Landis
2299,Gloria Grey
2300,Lorimer Johnston
2301,Marc McDermott
2302,Allan Forrest
2303,Lottie Pickford
2304,Clare Eames
2305,Julie Bishop
2306,May McAvoy
2307,Alfred Hickman
2308,Marion Coakley
2309,Holmes Herbert
2310,Ethel Wright
2311,Harry Allen
2312,Frank Currier
2313,Lucy Beaumont
2314,Edward Earle
2315,Martin Turner
2316,Elizabeth Mackey
2317,Catherine Hessling
2318,Charlotte Clasis
2319,Pierre Champagne
2320,Maurice Touzé
2321,Madame Fockenberghe
2322,Harold Levingston
2323,André Derain
2324,Van Doren
2325,Pierre Lestringuez
2326,Henriette Moret
2327,Pierre Renoir
2328,Robert Scholtz
2329,Adolphe Engers
2330,Walter Rilla
2331,Hans Hermann Schaufuß
2332,Georg August Koch
2333,Balthasar von Campenhausen
2334,Hugo Block
2335,Richard Daniels
2336,Carlton Griffin
2337,Norma Shearer
2338,Ruth King
2339,Pierre Watkin
2340,Albert Gran
2341,Robert Rendel
2342,Emily Fitzroy
2343,Clara T. Bracy
2344,James O. Barrows
2345,Mickey McBan
2346,Léonid Walter de Malte
2347,Fred Kellerman
2348,Georgette Leblanc
2349,Prince Tokio
2350,Las Bonambellas
2351,Rolf de Mare Ballets
2352,George O'Brien
2353,Charles Edward Bull
2354,Cyril Chadwick
2355,Will Walling
2356,Francis Powers
2357,Jim Welch
2358,Fred Kohler
2359,Helen Lowell
2360,Lupino Lane
2361,Walter Plimmer
2362,Macklyn Arbuckle
2363,Olin Howland
2364,May Vokes
2365,Mildred Arden
2366,Joseph Kilgour
2367,Douglas Stevenson
2368,George Nash
2369,W.C. Fields
2370,Helen Lee Worthing
2371,Pauline Po
2372,Otto Detlefsen
2373,Mary Odette
2374,Kenelm Foss
2375,Nicolas Koline
2376,Georges Deneubourg
2377,Albert Bras
2378,Joe Alex
2379,Konstantin Mic
2380,Pierre Mindaist
2381,Maly Delschaft
2382,Max Hiller
2383,Hans Unterkircher
2384,Olaf Storm
2385,Tom Moore
2386,Lilyan Tashman
2387,Ian Keith
2388,Paul McAllister
2389,Pierre Collosse
2390,Marie Shelton
2391,Carrie Scott
2392,Ann Pennington
2393,Brooke Johns
2394,Frank Allworth
2395,Harry Myers
2396,Esther Ralston
2397,Nora Gregor
2398,Alexander Murski
2399,Grete Mosheim
2400,Didier Aslan
2401,Max Auzinger
2402,Karl Freund
2403,Wilhelmine Sandrock
2404,Eugène de Klotz
2405,Paulette Duval
2406,Oswald Yorke
2407,Flora Finch
2408,Louis Waller
2409,Ian Maclaren
2410,Templar Powell
2411,Kathryn McGuire
2412,Frederick Vroom
2413,Porfiri Podobed
2414,Boris Barnet
2415,Aleksandra Khokhlova
2416,Vsevolod Pudovkin
2417,Sergey Komarov
2418,Leonid Obolensky
2419,Vera Lopatina
2420,G. Kharlampiev
2421,Pyotr Galadzhev
2422,S. Sletov
2423,Viktor Latyshevskiy
2424,Andrei Gorchilin
2425,Vladimir Fogel
2426,Margarete Schön
2427,Gertrud Arnold
2428,Hans Carl Mueller
2429,Erwin Biswanger
2430,Hardy von Francois
2431,Yuri Yurovsky
2432,Iris Roberts
2433,Hubert Heinrich
2434,Rudolf Rittner
2435,Annie Röttgen
2436,Fritz Alberti
2437,Viola Dana
2438,Jetta Goudal
2439,Maurice 'Lefty' Flynn
2440,Gale Henry
2441,Károly Huszár
2442,Alexandra Sorina
2443,Fritz Strassny
2444,Carmen Cartellieri
2445,Hans Homma
2446,Anna Dmokhovskaya
2447,Leonid Baratov
2448,M. Tsybulsky
2449,Nikolay Vishnyak
2450,Charles Martinelli
2451,Louis Pré Fils
2452,Albert Préjean
2453,Madeleine Rodrigue
2454,Henri Rollan
2455,Myla Seller
2456,Antoine Stacquet
2457,Marcel Vallée
2458,George Ali
2459,Mary Brian
2460,Jack Murphy
2461,Betty Bronson
2462,Maurice Murphy
2463,George Crane Jr.
2464,Winston Doty
2465,Weston Doty
2466,Terence McMillan
2467,Bonaventura Ibáñez
